1.0 , 0.980542720997
1.0 , 0.934983036613
1.1 , 1.00000169548
1.1 , 1.00000201652
1.1 , 1.00001683055
1.1 , 0.999960494765
1.2 , 1.00000000035
1.2 , 1.00000000008
1.2 , 1.0
1.3 , 1.0
1.3 , 1.0
1.3 , 1.0
1.3 , 1.0
1.3 , 1.0
1.3 , 1.0
1.4 , 1.0
1.4 , 1.0
1.4 , 1.0
1.4 , 1.0
1.4 , 1.0
1.4 , 1.0
1.4 , 1.0
1.5 , 1.0
1.5 , 1.0
1.5 , 1.0
1.5 , 1.0
1.5 , 1.0
1.5 , 1.0
1.5 , 1.0
1.5 , 1.0
1.6 , 1.0
1.6 , 1.0
1.6 , 1.0
1.6 , 1.0
1.6 , 1.0
1.6 , 1.0
1.6 , 1.0
1.6 , 1.0
1.7 , 1.0
1.7 , 1.0
1.7 , 1.0
1.7 , 1.0
1.7 , 1.0
1.7 , 1.0
1.7 , 1.0
1.7 , 1.0
1.7 , 1.0
1.8 , 1.0
1.8 , 1.0
1.8 , 1.0
1.8 , 1.0
1.8 , 1.0
1.8 , 1.0
1.8 , 1.0
1.8 , 1.0
1.8 , 1.0
1.8 , 1.0
1.9 , 1.0
1.9 , 1.0
1.9 , 1.0
1.9 , 1.0
1.9 , 1.0
1.9 , 1.0
1.9 , 1.0
1.9 , 1.0
1.9 , 1.0
2.0 , 1.0
2.0 , 1.0
2.0 , 1.0
2.0 , 1.0
2.0 , 1.0
2.0 , 1.0
2.0 , 1.0
2.0 , 1.0
2.0 , 1.0
2.0 , 1.0
2.1 , 1.0
2.1 , 1.0
2.1 , 1.0
2.1 , 1.0
2.1 , 1.0
2.1 , 1.0
2.1 , 1.0
2.1 , 1.0
2.1 , 1.0
2.1 , 1.0
2.2 , 1.0
2.2 , 1.0
2.2 , 1.0
2.2 , 1.0
2.2 , 1.0
2.2 , 1.0
2.2 , 1.0
2.2 , 1.0
2.2 , 1.0
2.2 , 1.0
2.3 , 1.0
2.3 , 1.0
2.3 , 1.0
2.3 , 1.0
2.3 , 1.0
2.3 , 1.0
2.3 , 1.0
2.3 , 1.0
2.3 , 1.0
2.3 , 1.0
2.4 , 1.0
2.4 , 1.0
2.4 , 1.0
2.4 , 1.0
2.4 , 1.0
2.4 , 1.0
2.4 , 1.0
2.4 , 1.0
2.4 , 1.0
2.4 , 1.0
2.5 , 1.0
2.5 , 1.0
2.5 , 1.0
2.5 , 1.0
2.5 , 1.0
2.5 , 1.0
2.5 , 1.0
2.5 , 1.0
2.5 , 1.0
2.5 , 1.0
2.6 , 1.0
2.6 , 1.0
2.6 , 1.0
2.6 , 1.0
